Planning Area,Subzone,Population
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,10
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,10
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,10
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,10
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Singapore Polytechnic,-
Queenstown,Tanglin Halt,"5,880"
Queenstown,Tanglin Halt,"2,800"
Queenstown,Tanglin Halt,"3,090"
Queenstown,Tanglin Halt,90
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,90
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,80
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,70
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,70
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,10
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,70
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,90
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,90
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,100
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,130
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,80
Queenstown,Tanglin Halt,120
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,120
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,120
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,110
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,110
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,100
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,90
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,90
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,100
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,100
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,80
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,80
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,100
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,80
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,80
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,70
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,90
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,80
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,80
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,70
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,70
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,80
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,70
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,70
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,70
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,70
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,70
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,90
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,70
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,70
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,80
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,70
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,10
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,70
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,60
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,10
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,40
Queenstown,Tanglin Halt,10
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,50
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,10
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,10
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,10
Queenstown,Tanglin Halt,10
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,-
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,10
Queenstown,Tanglin Halt,20
Queenstown,Tanglin Halt,90
Queenstown,Tanglin Halt,30
Queenstown,Tanglin Halt,60
River Valley,Total,"11,880"
River Valley,Total,"5,490"
River Valley,Total,"6,400"
River Valley,Total,60
River Valley,Total,30
River Valley,Total,30
River Valley,Total,80
River Valley,Total,40
River Valley,Total,50
River Valley,Total,90
River Valley,Total,30
River Valley,Total,60
River Valley,Total,120
River Valley,Total,60
River Valley,Total,60
River Valley,Total,130
River Valley,Total,60
River Valley,Total,60
River Valley,Total,90
River Valley,Total,40
River Valley,Total,50
River Valley,Total,130
River Valley,Total,60
River Valley,Total,70
River Valley,Total,160
River Valley,Total,70
River Valley,Total,90
River Valley,Total,140
River Valley,Total,70
River Valley,Total,80
River Valley,Total,160
River Valley,Total,80
River Valley,Total,80
River Valley,Total,150
River Valley,Total,70
River Valley,Total,90
River Valley,Total,150
River Valley,Total,70
River Valley,Total,80
River Valley,Total,120
River Valley,Total,60
River Valley,Total,60
River Valley,Total,110
River Valley,Total,50
River Valley,Total,60
River Valley,Total,130
River Valley,Total,60
River Valley,Total,70
River Valley,Total,120
River Valley,Total,50
River Valley,Total,70
River Valley,Total,140
River Valley,Total,60
River Valley,Total,80
River Valley,Total,120
River Valley,Total,60
River Valley,Total,70
River Valley,Total,130
River Valley,Total,40
River Valley,Total,90
River Valley,Total,130
River Valley,Total,60
River Valley,Total,70
River Valley,Total,120
River Valley,Total,50
River Valley,Total,70
River Valley,Total,100
River Valley,Total,40
River Valley,Total,60
River Valley,Total,100
River Valley,Total,40
River Valley,Total,70
River Valley,Total,120
River Valley,Total,50
River Valley,Total,70
River Valley,Total,100
River Valley,Total,40
River Valley,Total,60
River Valley,Total,90
River Valley,Total,40
River Valley,Total,50
River Valley,Total,100
River Valley,Total,40
River Valley,Total,60
River Valley,Total,90
River Valley,Total,40
River Valley,Total,50
River Valley,Total,130
River Valley,Total,50
River Valley,Total,80
River Valley,Total,130
River Valley,Total,60
River Valley,Total,70
River Valley,Total,120
River Valley,Total,60
River Valley,Total,60
River Valley,Total,140
River Valley,Total,60
River Valley,Total,80
River Valley,Total,150
River Valley,Total,60
River Valley,Total,90
River Valley,Total,160
River Valley,Total,70
River Valley,Total,100
River Valley,Total,170
River Valley,Total,70
River Valley,Total,100
River Valley,Total,170
River Valley,Total,60
River Valley,Total,100
River Valley,Total,200
River Valley,Total,80
River Valley,Total,120
River Valley,Total,170
River Valley,Total,80
River Valley,Total,100
River Valley,Total,200
River Valley,Total,90
River Valley,Total,110
River Valley,Total,180
River Valley,Total,90
River Valley,Total,90
River Valley,Total,190
River Valley,Total,80
River Valley,Total,110
River Valley,Total,260
River Valley,Total,110
River Valley,Total,150
River Valley,Total,290
River Valley,Total,120
River Valley,Total,170
River Valley,Total,250
River Valley,Total,120
River Valley,Total,130
River Valley,Total,220
River Valley,Total,100
River Valley,Total,120
River Valley,Total,250
River Valley,Total,120
River Valley,Total,130
River Valley,Total,230
River Valley,Total,110
River Valley,Total,120
River Valley,Total,260
River Valley,Total,130
River Valley,Total,130
River Valley,Total,250
River Valley,Total,120
River Valley,Total,130
River Valley,Total,240
River Valley,Total,120
River Valley,Total,130
River Valley,Total,220
River Valley,Total,100
River Valley,Total,120
River Valley,Total,230
River Valley,Total,110
River Valley,Total,110
River Valley,Total,230
River Valley,Total,120
River Valley,Total,110
River Valley,Total,220
River Valley,Total,110
River Valley,Total,100
River Valley,Total,220
River Valley,Total,110
River Valley,Total,110
River Valley,Total,170
River Valley,Total,90
River Valley,Total,90
River Valley,Total,180
River Valley,Total,90
River Valley,Total,100
River Valley,Total,160
River Valley,Total,80
River Valley,Total,80
River Valley,Total,170
River Valley,Total,100
River Valley,Total,70
River Valley,Total,150
River Valley,Total,80
River Valley,Total,70
River Valley,Total,140
River Valley,Total,70
River Valley,Total,70
River Valley,Total,120
River Valley,Total,60
River Valley,Total,60
River Valley,Total,130
River Valley,Total,70
River Valley,Total,60
River Valley,Total,120
River Valley,Total,60
River Valley,Total,60
River Valley,Total,130
River Valley,Total,60
River Valley,Total,70
River Valley,Total,120
River Valley,Total,70
River Valley,Total,60
River Valley,Total,110
River Valley,Total,50
River Valley,Total,60
River Valley,Total,100
River Valley,Total,50
River Valley,Total,50
River Valley,Total,130
River Valley,Total,60
River Valley,Total,70
River Valley,Total,110
River Valley,Total,50
River Valley,Total,60
River Valley,Total,90
River Valley,Total,50
River Valley,Total,40
River Valley,Total,80
River Valley,Total,30
